region	chr	midPos	Nsites
(1612,1746)(410937,411235)(400000,450000)	JASDQU010101121.1	425000	136	0.044103
(4816,4888)(280251,280327)(250000,300000)	JASDQU010101138.1	275000	74	0.097129
(4889,5111)(371621,374246)(350000,400000)	JASDQU010101138.1	375000	224	0.003387
(5112,5448)(432062,432613)(400000,450000)	JASDQU010101138.1	425000	338	0.014884
(5449,5734)(662781,699999)(650000,700000)	JASDQU010101138.1	675000	287	0.089117
(5735,5737)(700000,700002)(700000,750000)	JASDQU010101138.1	725000	4	0.040683
(21,484)(679101,679675)(650000,700000)	JASDQU010101140.1	675000	465	0.399266
(316,1704)(290882,292293)(250000,300000)	JASDQU010101142.1	275000	1390	0.163613
(426,601)(280975,291833)(250000,300000)	JASDQU010101145.1	275000	177	0.089777
(602,2401)(390584,392643)(350000,400000)	JASDQU010101145.1	375000	1801	0.522138
(386,849)(155339,155944)(150000,200000)	JASDQU010101151.1	175000	465	0.073045
(850,970)(217559,217692)(200000,250000)	JASDQU010101151.1	225000	122	0.076539
(971,1443)(344199,344855)(300000,350000)	JASDQU010101151.1	325000	474	0.035525
(1444,3524)(353514,383350)(350000,400000)	JASDQU010101151.1	375000	2082	0.223253
(3525,3713)(449103,449352)(400000,450000)	JASDQU010101151.1	425000	190	0.278585
(512,673)(176403,188475)(150000,200000)	JASDQU010101152.1	175000	163	0.065338
(1095,4962)(226311,241581)(200000,250000)	JASDQU010101163.1	225000	3869	0.513214
(4963,5621)(260764,291711)(250000,300000)	JASDQU010101163.1	275000	660	0.164616
(5622,5656)(318547,318596)(300000,350000)	JASDQU010101163.1	325000	36	0.061173
(5657,6242)(351339,351950)(350000,400000)	JASDQU010101163.1	375000	587	0.235966
(193,2548)(171009,192284)(150000,200000)	JASDQU010101179.1	175000	2357	0.527855
(908,2190)(130558,132896)(100000,150000)	JASDQU010101180.1	125000	1284	0.305831
(2219,2441)(55706,55939)(50000,100000)	JASDQU010101181.1	75000	224	0.035637
(131,645)(290916,291445)(250000,300000)	JASDQU010101193.1	275000	516	0.038483
(107,718)(185171,185788)(150000,200000)	JASDQU010101194.1	175000	613	0.279857
(262,3595)(50000,70557)(50000,100000)	JASDQU010101197.1	75000	3335	0.348406
(364,662)(600650,600964)(600000,650000)	JASDQU010101207.1	625000	300	0.001033
(3796,4268)(181833,182544)(150000,200000)	JASDQU010101220.1	175000	474	0.024860
(455,2715)(86496,94148)(50000,100000)	JASDQU010101222.1	75000	2262	0.340058
(77,375)(121407,121814)(100000,150000)	JASDQU010101225.1	125000	300	0.020065
(376,990)(303214,327946)(300000,350000)	JASDQU010101225.1	325000	616	0.282098
(325,860)(347955,348521)(300000,350000)	JASDQU010101228.1	325000	537	0.120482
(280,810)(58607,59198)(50000,100000)	JASDQU010101229.1	75000	532	0.698248
(61,279)(266933,267160)(250000,300000)	JASDQU010101235.1	275000	220	0.500712
(31,3853)(265069,278403)(250000,300000)	JASDQU010101236.1	275000	3824	0.354229
(35,806)(113766,148986)(100000,150000)	JASDQU010101241.1	125000	773	0.131176
(5,54)(281877,281927)(250000,300000)	JASDQU010101248.1	275000	51	0.067853
(1723,2832)(212064,213352)(200000,250000)	JASDQU010101249.1	225000	1111	0.241076
(127,359)(214423,214761)(200000,250000)	JASDQU010101253.1	225000	234	0.063032
(360,4511)(316243,341544)(300000,350000)	JASDQU010101253.1	325000	4153	0.259406
(4512,4712)(368392,368612)(350000,400000)	JASDQU010101253.1	375000	202	0.055244
(4713,4742)(432432,432463)(400000,450000)	JASDQU010101253.1	425000	31	0.327519
(177,1030)(312515,313409)(300000,350000)	JASDQU010101255.1	325000	855	0.222253
(204,311)(564232,564479)(550000,600000)	JASDQU010101260.1	575000	109	0.120168
(832,894)(103380,103444)(100000,150000)	JASDQU010101262.1	125000	64	0.183520
(288,1390)(109181,121697)(100000,150000)	JASDQU010101281.1	125000	1104	0.074858
(3487,3860)(311894,312290)(300000,350000)	JASDQU010101286.1	325000	375	0.290447
(1653,1824)(541279,541452)(500000,550000)	JASDQU010101314.1	525000	173	0.119557
(1825,2427)(677085,677692)(650000,700000)	JASDQU010101314.1	675000	604	0.064165
(2428,2838)(726683,727108)(700000,750000)	JASDQU010101314.1	725000	412	0.029985
(2839,3123)(893370,894059)(850000,900000)	JASDQU010101314.1	875000	286	0.081016
(1146,1220)(737498,737612)(700000,750000)	JASDQU010101319.1	725000	76	0.066186
(837,1009)(63937,64113)(50000,100000)	JASDQU010101322.1	75000	174	0.116412
(267,1042)(145316,147913)(100000,150000)	JASDQU010101339.1	125000	777	0.005967
(34,4028)(91753,97306)(50000,100000)	JASDQU010101348.1	75000	3996	0.743010
(119,1622)(61913,72216)(50000,100000)	JASDQU010101350.1	75000	1505	0.638073
(1623,3425)(146044,148351)(100000,150000)	JASDQU010101350.1	125000	1804	0.139579
(20,184)(350004,350170)(350000,400000)	JASDQU010101353.1	375000	166	0.034259
(982,1478)(147536,148055)(100000,150000)	JASDQU010101355.1	125000	498	0.281064
(37,984)(370167,371366)(350000,400000)	JASDQU010101357.1	375000	949	0.062720
(583,1119)(369060,369682)(350000,400000)	JASDQU010101360.1	375000	538	0.214491
(655,823)(486638,486869)(450000,500000)	JASDQU010101361.1	475000	170	0.043558
(690,1017)(250000,277010)(250000,300000)	JASDQU010101367.1	275000	329	0.038224
(924,1121)(478459,478686)(450000,500000)	JASDQU010101368.1	475000	199	0.309499
(1397,3009)(575626,577294)(550000,600000)	JASDQU010101369.1	575000	1614	0.122505
(3010,3078)(809564,809687)(800000,850000)	JASDQU010101369.1	825000	70	0.012823
(812,1314)(279053,279719)(250000,300000)	JASDQU010101370.1	275000	504	0.036074
(1515,2171)(101557,102215)(100000,150000)	JASDQU010101376.1	125000	658	0.171890
(2172,2298)(162153,162291)(150000,200000)	JASDQU010101376.1	175000	128	0.040602
(2299,3431)(404398,432723)(400000,450000)	JASDQU010101376.1	425000	1134	0.592923
(3432,4221)(459355,460195)(450000,500000)	JASDQU010101376.1	475000	791	0.447210
(207,1348)(122201,124350)(100000,150000)	JASDQU010101378.1	125000	1143	0.695654
(1349,3068)(167075,199542)(150000,200000)	JASDQU010101378.1	175000	1721	0.253651
(3069,3555)(201080,201569)(200000,250000)	JASDQU010101378.1	225000	488	0.034422
(42,193)(367853,368013)(350000,400000)	JASDQU010101383.1	375000	153	0.041867
(194,1299)(529370,536822)(500000,550000)	JASDQU010101383.1	525000	1107	0.627431
(2679,3141)(109255,109744)(100000,150000)	JASDQU010101384.1	125000	464	0.326187
(3142,3311)(183894,184133)(150000,200000)	JASDQU010101384.1	175000	171	0.350203
(990,1901)(165545,179303)(150000,200000)	JASDQU010101385.1	175000	913	0.042079
(1902,3278)(261572,286649)(250000,300000)	JASDQU010101385.1	275000	1378	0.134582
(603,1673)(428678,429785)(400000,450000)	JASDQU010101388.1	425000	1072	0.368739
(631,891)(199733,199999)(150000,200000)	JASDQU010101390.1	175000	262	0.315078
(686,1217)(63225,66306)(50000,100000)	JASDQU010101392.1	75000	533	0.050519
(530,584)(228789,228844)(200000,250000)	JASDQU010101395.1	225000	56	0.061697
(585,1544)(339097,340091)(300000,350000)	JASDQU010101395.1	325000	961	0.763551
(473,3126)(194985,197690)(150000,200000)	JASDQU010101404.1	175000	2655	0.550736
(3127,6486)(226512,247670)(200000,250000)	JASDQU010101404.1	225000	3361	0.062050
(6487,6783)(279083,279473)(250000,300000)	JASDQU010101404.1	275000	298	0.165646
(6784,8169)(311653,333620)(300000,350000)	JASDQU010101404.1	325000	1387	0.243896
(8170,8814)(520843,521512)(500000,550000)	JASDQU010101404.1	525000	646	0.412809
(8815,9790)(679686,680831)(650000,700000)	JASDQU010101404.1	675000	977	0.580502
(329,442)(102785,102910)(100000,150000)	JASDQU010101413.1	125000	115	0.193624
(443,628)(160214,163174)(150000,200000)	JASDQU010101413.1	175000	187	0.123699
(629,672)(297405,297471)(250000,300000)	JASDQU010101413.1	275000	45	0.165970
(6257,6511)(94547,94803)(50000,100000)	JASDQU010101424.1	75000	256	0.176215
(171,474)(306237,306562)(300000,350000)	JASDQU010101436.1	325000	305	0.376019
(47,188)(243003,243277)(200000,250000)	JASDQU010101439.1	225000	143	0.222124
(1073,2380)(108988,111097)(100000,150000)	JASDQU010101440.1	125000	1309	0.301674
(2381,2938)(476491,477057)(450000,500000)	JASDQU010101440.1	475000	559	0.321981
(2939,3866)(560637,561572)(550000,600000)	JASDQU010101440.1	575000	929	0.275468
(3867,4428)(649438,649999)(600000,650000)	JASDQU010101440.1	625000	563	0.048107
(85,3859)(462705,469791)(450000,500000)	JASDQU010101446.1	475000	3776	0.364703
(169,289)(319742,335648)(300000,350000)	JASDQU010101447.1	325000	122	0.059334
(32,917)(141019,141940)(100000,150000)	JASDQU010101448.1	125000	887	0.832815
(918,1862)(150003,196330)(150000,200000)	JASDQU010101448.1	175000	946	0.650045
(1863,1988)(207139,207367)(200000,250000)	JASDQU010101448.1	225000	127	0.644217
(1989,2120)(499752,499889)(450000,500000)	JASDQU010101448.1	475000	133	0.023661
(2121,4700)(557342,594529)(550000,600000)	JASDQU010101448.1	575000	2581	0.160941
(4701,6405)(619231,629525)(600000,650000)	JASDQU010101448.1	625000	1706	0.100970
(61,874)(317695,318527)(300000,350000)	JASDQU010101449.1	325000	815	0.427630
(321,2091)(82033,85007)(50000,100000)	JASDQU010101452.1	75000	1772	0.441221
(141,282)(101500,101758)(100000,150000)	JASDQU010101458.1	125000	143	0.083736
(283,2425)(205752,224695)(200000,250000)	JASDQU010101458.1	225000	2144	0.268301
(2426,3208)(265698,266490)(250000,300000)	JASDQU010101458.1	275000	784	0.153784
(212,462)(65277,65678)(50000,100000)	JASDQU010101465.1	75000	252	0.022834
(212,257)(106481,106528)(100000,150000)	JASDQU010101471.1	125000	47	0.042101
(393,867)(107991,119625)(100000,150000)	JASDQU010101476.1	125000	476	0.058773
(868,885)(172602,172620)(150000,200000)	JASDQU010101476.1	175000	19	0.040541
(886,1012)(365833,365959)(350000,400000)	JASDQU010101476.1	375000	128	0.061760
(323,392)(308367,308450)(300000,350000)	JASDQU010101481.1	325000	71	0.066643
(393,5809)(415606,446014)(400000,450000)	JASDQU010101481.1	425000	5418	0.321147
(134,4828)(89001,94226)(50000,100000)	JASDQU010101496.1	75000	4696	0.770724
(781,784)(582630,582633)(550000,600000)	JASDQU010101499.1	575000	5	0.055078
(785,852)(779875,779999)(750000,800000)	JASDQU010101499.1	775000	69	0.848474
(331,1603)(292634,293975)(250000,300000)	JASDQU010101506.1	275000	1274	0.421294
(1604,1721)(392836,392959)(350000,400000)	JASDQU010101506.1	375000	119	0.030193
(1722,2032)(469832,485098)(450000,500000)	JASDQU010101506.1	475000	312	0.019713
(2033,2039)(517356,517364)(500000,550000)	JASDQU010101506.1	525000	8	0.084463
(2040,2671)(595469,596125)(550000,600000)	JASDQU010101506.1	575000	633	0.653802
(2672,5473)(618267,624520)(600000,650000)	JASDQU010101506.1	625000	2803	0.676865
(5474,5638)(680657,680821)(650000,700000)	JASDQU010101506.1	675000	166	0.018513
(5639,5653)(838920,838950)(800000,850000)	JASDQU010101506.1	825000	16	0.110490
(5654,5838)(861097,861286)(850000,900000)	JASDQU010101506.1	875000	186	0.080815
(912,1606)(123116,125479)(100000,150000)	JASDQU010101511.1	125000	696	0.020479
(547,622)(155461,155551)(150000,200000)	JASDQU010101514.1	175000	77	0.192943
(528,5512)(224935,230062)(200000,250000)	JASDQU010101522.1	225000	4986	0.446588
(360,475)(248374,248492)(200000,250000)	JASDQU010101524.1	225000	117	0.121558
(476,552)(331322,331428)(300000,350000)	JASDQU010101524.1	325000	78	0.037224
(1077,1092)(195142,195157)(150000,200000)	JASDQU010101526.1	175000	17	0.063688
(1093,1253)(437624,437784)(400000,450000)	JASDQU010101526.1	425000	162	0.050292
(1254,1599)(561395,562000)(550000,600000)	JASDQU010101526.1	575000	347	0.014486
(239,2323)(64843,68399)(50000,100000)	JASDQU010101529.1	75000	2086	0.384441
(120,871)(87663,93104)(50000,100000)	JASDQU010101530.1	75000	753	0.188904
(488,952)(205594,206059)(200000,250000)	JASDQU010101534.1	225000	466	0.007184
(382,600)(109407,109630)(100000,150000)	JASDQU010101535.1	125000	220	0.385799
(601,627)(152926,153056)(150000,200000)	JASDQU010101535.1	175000	28	0.053329
(628,886)(372953,373495)(350000,400000)	JASDQU010101535.1	375000	260	0.071188
(82,220)(50000,50138)(50000,100000)	JASDQU010101538.1	75000	140	0.039959
(221,524)(691173,691487)(650000,700000)	JASDQU010101538.1	675000	305	0.040037
(2038,2432)(153670,154108)(150000,200000)	JASDQU010101555.1	175000	396	0.032470
(806,1130)(196542,196905)(150000,200000)	JASDQU010101557.1	175000	326	0.162746
(1131,1800)(238900,239590)(200000,250000)	JASDQU010101557.1	225000	671	0.317503
(1801,2080)(376713,376998)(350000,400000)	JASDQU010101557.1	375000	281	0.071038
(2081,2117)(411019,411075)(400000,450000)	JASDQU010101557.1	425000	38	0.048328
(2118,2742)(453228,453891)(450000,500000)	JASDQU010101557.1	475000	626	0.118237
(2743,2978)(599285,599528)(550000,600000)	JASDQU010101557.1	575000	237	0.088578
(2979,3017)(678278,678317)(650000,700000)	JASDQU010101557.1	675000	40	0.120782
(7,801)(352702,353528)(350000,400000)	JASDQU010101564.1	375000	796	0.614592
(802,1303)(543992,544506)(500000,550000)	JASDQU010101564.1	525000	503	0.549526
(1304,4201)(642857,646106)(600000,650000)	JASDQU010101564.1	625000	2899	0.433640
(419,1044)(455438,456078)(450000,500000)	JASDQU010101565.1	475000	627	0.436710
(1045,1384)(624351,630361)(600000,650000)	JASDQU010101565.1	625000	341	0.442418
(1385,1848)(664275,664750)(650000,700000)	JASDQU010101565.1	675000	465	-0.013738
(309,1877)(169464,171214)(150000,200000)	JASDQU010101570.1	175000	1570	0.847999
(1878,1878)(224816,224816)(200000,250000)	JASDQU010101570.1	225000	2	0.050989
(1879,3270)(519001,520399)(500000,550000)	JASDQU010101570.1	525000	1393	0.054214
(3271,3518)(649025,649338)(600000,650000)	JASDQU010101570.1	625000	249	0.040522
(3519,4011)(667276,667778)(650000,700000)	JASDQU010101570.1	675000	494	0.015237
(97,349)(95258,95605)(50000,100000)	JASDQU010101582.1	75000	254	0.084645
(200,602)(219229,219631)(200000,250000)	JASDQU010101586.1	225000	404	0.110945
(603,1700)(276321,286075)(250000,300000)	JASDQU010101586.1	275000	1099	0.309340
(1701,2268)(357129,357735)(350000,400000)	JASDQU010101586.1	375000	569	0.189085
(116,383)(302375,314788)(300000,350000)	JASDQU010101589.1	325000	269	0.023548
(1664,1955)(311062,311473)(300000,350000)	JASDQU010101616.1	325000	293	0.040016
(483,623)(125226,125369)(100000,150000)	JASDQU010101622.1	125000	142	0.011008
(444,487)(281513,281565)(250000,300000)	JASDQU010101625.1	275000	45	0.065298
(5,4542)(200223,249094)(200000,250000)	JASDQU010101631.1	225000	4539	0.339383
(4543,5029)(331638,332136)(300000,350000)	JASDQU010101631.1	325000	488	0.035251
(101,124)(329776,329802)(300000,350000)	JASDQU010101632.1	325000	25	0.059826
(125,299)(452503,453001)(450000,500000)	JASDQU010101632.1	475000	176	0.060015
(39,206)(171620,171868)(150000,200000)	JASDQU010101641.1	175000	169	-0.003873
(207,2075)(204877,210041)(200000,250000)	JASDQU010101641.1	225000	1870	0.662816
(2076,3722)(502593,504533)(500000,550000)	JASDQU010101641.1	525000	1648	0.602222
(280,812)(62347,62927)(50000,100000)	JASDQU010101643.1	75000	534	0.272785
(33,261)(121221,121894)(100000,150000)	JASDQU010101653.1	125000	230	0.588671
(603,1129)(263781,283844)(250000,300000)	JASDQU010101659.1	275000	528	0.033146
(1130,1614)(360267,368455)(350000,400000)	JASDQU010101659.1	375000	486	0.040804
(1615,1657)(433634,433680)(400000,450000)	JASDQU010101659.1	425000	44	0.161190
(1658,2156)(476543,477048)(450000,500000)	JASDQU010101659.1	475000	500	0.128888
(2157,2513)(520129,520496)(500000,550000)	JASDQU010101659.1	525000	358	0.115809
(232,858)(403674,439993)(400000,450000)	JASDQU010101667.1	425000	628	0.013935
(859,905)(590194,590247)(550000,600000)	JASDQU010101667.1	575000	48	0.078177
(906,1469)(608969,617663)(600000,650000)	JASDQU010101667.1	625000	565	0.057294
(1470,2780)(901335,904271)(900000,950000)	JASDQU010101667.1	925000	1312	0.021735
(1136,1616)(411875,412487)(400000,450000)	JASDQU010101677.1	425000	482	0.065438
(43,829)(537653,538482)(500000,550000)	JASDQU010101678.1	525000	788	0.030605
(186,1163)(101668,138753)(100000,150000)	JASDQU010101687.1	125000	979	0.601048
(1164,1371)(194040,194283)(150000,200000)	JASDQU010101687.1	175000	209	0.570319
(208,345)(392836,392974)(350000,400000)	JASDQU010101688.1	375000	139	0.093498
(346,2752)(418578,448533)(400000,450000)	JASDQU010101688.1	425000	2408	0.588812
(2753,2952)(477728,478061)(450000,500000)	JASDQU010101688.1	475000	201	0.019282
(2953,3393)(623217,625877)(600000,650000)	JASDQU010101688.1	625000	442	-0.001767
(58,673)(301710,315095)(300000,350000)	JASDQU010101698.1	325000	617	0.295225
(45,954)(324808,343391)(300000,350000)	JASDQU010101700.1	325000	911	0.360465
(208,2470)(264768,294399)(250000,300000)	JASDQU010101717.1	275000	2264	0.096907
(2471,7663)(356426,362545)(350000,400000)	JASDQU010101717.1	375000	5194	0.849076
(7664,7669)(460587,460603)(450000,500000)	JASDQU010101717.1	475000	7	0.043010
(7670,8028)(590668,591051)(550000,600000)	JASDQU010101717.1	575000	360	0.037564
(8029,8770)(638343,639103)(600000,650000)	JASDQU010101717.1	625000	743	0.862628
(726,860)(100813,100947)(100000,150000)	JASDQU010101718.1	125000	136	0.092329
(861,1477)(450067,460058)(450000,500000)	JASDQU010101718.1	475000	618	0.317502
(1478,1745)(549729,549999)(500000,550000)	JASDQU010101718.1	525000	269	0.872258
(120,245)(326147,326275)(300000,350000)	JASDQU010101719.1	325000	127	0.039827
(246,1114)(439561,449976)(400000,450000)	JASDQU010101719.1	425000	870	0.670910
(211,329)(94331,94452)(50000,100000)	JASDQU010101720.1	75000	120	0.047982
(172,636)(126588,127100)(100000,150000)	JASDQU010101721.1	125000	466	0.214326
(176,557)(86217,86612)(50000,100000)	JASDQU010101722.1	75000	383	0.485291
(2303,6627)(272125,299186)(250000,300000)	JASDQU010101725.1	275000	4326	0.596150
(480,2153)(245543,248272)(200000,250000)	JASDQU010101727.1	225000	1675	0.108009
(2514,4345)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1833	0.061243
(708,2122)(91607,93250)(50000,100000)	JASDQU010101752.1	75000	1416	0.688424
(2123,3208)(270372,271483)(250000,300000)	JASDQU010101752.1	275000	1087	0.438271
(3209,3540)(349110,349999)(300000,350000)	JASDQU010101752.1	325000	333	0.127084
(44,83)(135230,135270)(100000,150000)	JASDQU010101753.1	125000	41	0.076581
(1783,2664)(366071,367511)(350000,400000)	JASDQU010101758.1	375000	883	0.095169
(2665,2845)(692232,692440)(650000,700000)	JASDQU010101758.1	675000	182	0.028327
(263,460)(272949,273513)(250000,300000)	JASDQU010101760.1	275000	199	0.061740
(461,607)(344917,345080)(300000,350000)	JASDQU010101760.1	325000	148	0.141907
(137,1802)(668430,673239)(650000,700000)	JASDQU010101761.1	675000	1667	0.443514
(1803,3488)(828115,843382)(800000,850000)	JASDQU010101761.1	825000	1687	0.069036
(3,277)(404098,404496)(400000,450000)	JASDQU010101762.1	425000	276	0.064855
(278,2544)(494907,499093)(450000,500000)	JASDQU010101762.1	475000	2268	0.687646
(2545,2640)(565032,591058)(550000,600000)	JASDQU010101762.1	575000	97	0.064289
(2641,3949)(771207,772533)(750000,800000)	JASDQU010101762.1	775000	1310	0.485044
(26,327)(164324,164766)(150000,200000)	JASDQU010101763.1	175000	303	0.319791
(328,934)(413415,414140)(400000,450000)	JASDQU010101763.1	425000	608	0.065731
(318,821)(164424,164929)(150000,200000)	JASDQU010101768.1	175000	505	0.250035
(316,851)(396479,397591)(350000,400000)	JASDQU010101772.1	375000	537	0.418832
(91,1220)(113830,116891)(100000,150000)	JASDQU010101773.1	125000	1131	0.708086
(1221,1304)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.141461
(2410,4955)(500190,507177)(500000,550000)	JASDQU010101783.1	525000	2547	0.698552
(520,1232)(645791,647045)(600000,650000)	JASDQU010101786.1	625000	714	0.128859
